,Epoch,Accuracy,F1,Recall,Precision,Test Loss,AUC-ROC,Confusion Matrix
0,5,22.714681440443215,14.609962782148878,22.71468144044321,10.767914021364652,0.008984072386723146,52.68858499035114,"[[77  0  0  0  0  0  0  0  0]
 [10  0  0  0  0  0  0  0  0]
 [56  0  5  0  0  0  0  0  0]
 [ 9  0  1  0  0  0  0  0  0]
 [49  0  7  0  0  0  0  0  0]
 [45  0  1  0  0  0  0  0  0]
 [58  0  0  0  0  0  0  0  0]
 [36  0  0  0  0  0  0  0  0]
 [ 7  0  0  0  0  0  0  0  0]]"
1,10,26.0387811634349,20.74835151463411,26.038781163434905,17.24466625825698,0.00593870036159526,59.54792991929355,"[[68  0  7  0  2  0  0  0  0]
 [ 8  0  2  0  0  0  0  0  0]
 [36  0 23  0  2  0  0  0  0]
 [ 6  0  4  0  0  0  0  0  0]
 [19  0 32  0  2  0  3  0  0]
 [26  0 19  0  0  0  1  0  0]
 [37  0 20  0  0  0  1  0  0]
 [17  0 18  0  1  0  0  0  0]
 [ 4  0  3  0  0  0  0  0  0]]"
2,15,30.193905817174514,31.290809164105735,30.193905817174517,32.470414978670135,0.006025994088180838,68.57090729509746,"[[57  3 13  0  1  0  2  0  1]
 [ 1  4  5  0  0  0  0  0  0]
 [ 5 15 28  0  2  2  4  3  2]
 [ 0  1  8  0  1  0  0  0  0]
 [ 1  3 32  1 17  0  0  0  2]
 [ 7  5 31  0  0  0  1  2  0]
 [ 9 10 35  0  1  1  1  1  0]
 [ 2  5 23  0  1  1  2  2  0]
 [ 4  0  2  0  0  0  1  0  0]]"
3,20,43.767313019390585,43.58379464618016,43.76731301939058,43.40180884890691,0.00476324459192165,74.69773278371466,"[[63  0  7  3  1  2  1  0  0]
 [ 0  4  1  1  0  1  3  0  0]
 [ 2  2 23  0 15  9 10  0  0]
 [ 0  1  2  1  4  1  1  0  0]
 [ 0  3  4  0 40  0  8  1  0]
 [ 2  2 15  1  6 11  8  1  0]
 [ 2  2 14  2 12 10 14  2  0]
 [ 0  4 13  1  5  4  7  2  0]
 [ 1  1  0  0  1  1  3  0  0]]"
4,25,40.7202216066482,40.54805342029888,40.7202216066482,40.37733498460198,0.005077104324118913,76.53430308245184,"[[50  6  9  0  1  5  6  0  0]
 [ 0  4  3  0  0  1  2  0  0]
 [ 0  5 39  0 11  1  4  1  0]
 [ 0  3  4  0  3  0  0  0  0]
 [ 0  1  8  0 46  0  1  0  0]
 [ 0  2 36  0  5  2  1  0  0]
 [ 0  6 28  0 15  3  6  0  0]
 [ 0  0 30  0  5  1  0  0  0]
 [ 0  0  4  0  1  0  2  0  0]]"
5,30,55.124653739612185,57.71091539105915,55.124653739612185,60.551800340399254,0.0036513957290438075,86.94861479163215,"[[74  0  0  0  0  1  1  0  1]
 [ 0  1  0  0  0  6  1  0  2]
 [ 2  2 37  0  0 13  6  1  0]
 [ 0  0  5  0  1  3  1  0  0]
 [ 0  0 15  0 35  2  4  0  0]
 [ 0  0 13  0  1 29  1  0  2]
 [ 0  0 25  0  2 20  8  0  3]
 [ 0  0 10  0  0 12  0 14  0]
 [ 0  0  0  0  0  4  2  0  1]]"
6,35,66.7590027700831,70.57903859518927,66.7590027700831,74.86278313409915,0.002892604495019464,93.73024923980107,"[[75  0  0  0  0  0  1  0  1]
 [ 1  1  0  0  0  3  3  0  2]
 [ 0  0 26  2  2  3 26  0  2]
 [ 0  0  0  5  1  0  4  0  0]
 [ 0  0  1  2 51  0  2  0  0]
 [ 0  0  3  2  0 22 19  0  0]
 [ 0  0  1  4  2  3 45  0  3]
 [ 0  0  2  3  3 13  1 14  0]
 [ 0  0  0  0  0  0  5  0  2]]"
7,40,81.4404432132964,81.72543368717317,81.4404432132964,82.01242574116459,0.0016099059350602844,97.62041484464497,"[[69  1  1  0  1  0  2  2  1]
 [ 0  9  0  0  0  1  0  0  0]
 [ 0  0 52  0  4  0  3  2  0]
 [ 0  0  0  6  1  2  1  0  0]
 [ 0  0  0  0 56  0  0  0  0]
 [ 0  1  6  2  1 24  8  4  0]
 [ 0  1  9  1  2  2 40  3  0]
 [ 0  0  0  0  1  0  0 35  0]
 [ 0  0  1  0  0  0  3  0  3]]"
8,45,75.34626038781164,77.49479124440596,75.34626038781164,79.76945128209104,0.002300224393358521,98.20150302168884,"[[76  0  0  0  0  0  0  0  1]
 [ 0  9  0  0  0  0  0  0  1]
 [ 4  0 54  0  0  1  2  0  0]
 [ 0  1  2  2  0  2  3  0  0]
 [ 0  0 26  3 19  1  6  1  0]
 [ 5  1  1  0  0 26 12  0  1]
 [ 1  0  3  0  0  1 45  0  8]
 [ 0  0  1  0  0  0  0 35  0]
 [ 0  0  0  0  0  0  1  0  6]]"
9,50,90.02770083102493,90.74549113468252,90.02770083102493,91.47481930501094,0.0008716540117012827,99.20873007860109,"[[75  0  0  0  0  2  0  0  0]
 [ 0  6  0  0  0  4  0  0  0]
 [ 0  0 59  0  0  1  0  1  0]
 [ 0  0  0  8  0  2  0  0  0]
 [ 0  0  0  0 56  0  0  0  0]
 [ 0  0  0  1  1 42  1  1  0]
 [ 0  0  3  0  3 10 40  2  0]
 [ 0  0  0  0  0  0  0 36  0]
 [ 0  0  0  0  0  2  2  0  3]]"
